Primary Key,Structure
Hanson2016_1102,Unidentified public building
Hanson2016_1102,Unidentified public building
Hanson2016_1102,Walls
Hanson2016_1103,Forum
Hanson2016_1103,Harbour
Hanson2016_1103,Theatre
Hanson2016_1103,Urban grid
Hanson2016_1103,Walls
Hanson2016_1104,Bouleuterion?
Hanson2016_1105,Acropolis
Hanson2016_1105,Agora
Hanson2016_1105,Aqueduct
Hanson2016_1105,Arch of Septimius Severus and Geta
Hanson2016_1105,Temple of Nemesis
Hanson2016_1105,Theatre
Hanson2016_1105,Theatre
Hanson2016_1105,Walls
Hanson2016_1106,Theatre
Hanson2016_1106,Walls
Hanson2016_1107,Acropolis
Hanson2016_1107,Agora
Hanson2016_1107,Baths of Vespasian
Hanson2016_1107,Gymnasium?
Hanson2016_1107,Stadium
Hanson2016_1107,Stoa
Hanson2016_1107,Temple
Hanson2016_1107,Theatre
Hanson2016_1107,Walls
Hanson2016_1108,Acropolis
Hanson2016_1108,Bouleuterion
Hanson2016_1108,Walls
Hanson2016_1109,Agora
Hanson2016_1109,Aqueduct
Hanson2016_1109,Arch
Hanson2016_1109,Odeum
Hanson2016_1109,Stadium
Hanson2016_1109,Temple
Hanson2016_1109,Theatre
Hanson2016_1109,Walls
Hanson2016_1111,Agora
Hanson2016_1111,Colonnaded streets
Hanson2016_1111,Harbour
Hanson2016_1111,Market?
Hanson2016_1111,Stoa
Hanson2016_1111,Temple?
Hanson2016_1111,Temple?
Hanson2016_1111,Walls
Hanson2016_1112,Aqueduct
Hanson2016_1112,Theatre
Hanson2016_1112,Walls
Hanson2016_1113,Agora
Hanson2016_1113,Basilica
Hanson2016_1113,Baths
Hanson2016_1113,Colonnaded streets
Hanson2016_1113,Forum
Hanson2016_1113,Gymnasium
Hanson2016_1113,Macellum
Hanson2016_1113,Propylon
Hanson2016_1113,Stoa
Hanson2016_1113,Temple
Hanson2016_1113,Temple
Hanson2016_1113,Temple
Hanson2016_1113,Temple
Hanson2016_1113,Theatre
Hanson2016_1113,Theatre
Hanson2016_1113,Urban grid
Hanson2016_1113,Walls
Hanson2016_1114,Acropolis
Hanson2016_1114,Agora
Hanson2016_1114,Agora
Hanson2016_1114,Arch
Hanson2016_1114,Baths
Hanson2016_1114,Bouleuterion
Hanson2016_1114,Market (Stheneleion)
Hanson2016_1114,Theatre
Hanson2016_1114,Walls
Hanson2016_1115,Acropolis
Hanson2016_1115,Theatre
Hanson2016_1115,Walls
Hanson2016_1116,Aqueduct
Hanson2016_1116,Baths
Hanson2016_1116,Theatre
Hanson2016_1116,Walls
Hanson2016_1117,Acropolis
Hanson2016_1117,Bridge
Hanson2016_1117,Temple of Ptolemy II
Hanson2016_1117,Theatre
Hanson2016_1117,Walls
Hanson2016_1118,Acropolis
Hanson2016_1118,Agora
Hanson2016_1118,Theatre
Hanson2016_1119,Acropolis
Hanson2016_1119,Agora
Hanson2016_1119,Bouleuterion
Hanson2016_1119,Theatre
Hanson2016_1119,Walls
Hanson2016_1120,Acropolis
Hanson2016_1120,Aqueduct
Hanson2016_1120,Baths
Hanson2016_1120,Temple of Artemis Eleutheria
Hanson2016_1120,Temple of Athena
Hanson2016_1120,Temple of Tyche
Hanson2016_1120,Temple of Zeus
Hanson2016_1120,Theatre
Hanson2016_1120,Urban grid
Hanson2016_1120,Walls
Hanson2016_1121,Agora
Hanson2016_1121,Stadium
Hanson2016_1121,Stoa
Hanson2016_1121,Theatre
Hanson2016_1121,Walls
Hanson2016_1122,Acropolis
Hanson2016_1122,Agora
Hanson2016_1122,Aqueduct
Hanson2016_1122,Bouleuterion?
Hanson2016_1122,Bridge
Hanson2016_1122,Stoa
Hanson2016_1122,Temple
Hanson2016_1122,Theatre
Hanson2016_1122,Walls (Hellenistic)
Hanson2016_1122,Walls (Late Roman)
Hanson2016_1123,Temple ('capitolium')
Hanson2016_1123,Temple of Zeus
Hanson2016_1123,Walls
Hanson2016_1124,Acropolis
Hanson2016_1124,Agora?
Hanson2016_1124,Aqueduct
Hanson2016_1124,Baths
Hanson2016_1124,Bridge
Hanson2016_1124,Bridge
Hanson2016_1124,Temple
Hanson2016_1124,Temple
Hanson2016_1124,Temple of Hephaestus
Hanson2016_1124,Theatre
Hanson2016_1126,Agora
Hanson2016_1126,Aqueduct
Hanson2016_1126,Aqueduct
Hanson2016_1126,Arch of Modestus
Hanson2016_1126,Baths (Central)
Hanson2016_1126,Baths (Harbour)
Hanson2016_1126,Baths of Vespasian
Hanson2016_1126,Bouleuterion
Hanson2016_1126,Harbour
Hanson2016_1126,Lighthouse (Pharos)
Hanson2016_1126,Odeum
Hanson2016_1126,Temple
Hanson2016_1126,Temple of Apollo
Hanson2016_1126,Temple of Apollo
Hanson2016_1126,Theatre
Hanson2016_1127,Acropolis
Hanson2016_1127,Agora
Hanson2016_1127,Baths
Hanson2016_1127,Temple
Hanson2016_1127,Theatre
Hanson2016_1127,Unidentified public building
Hanson2016_1127,Urban grid?
Hanson2016_1127,Walls
Hanson2016_1128,Acropolis
Hanson2016_1128,Agora (Hellenistic)
Hanson2016_1128,Agora (Roman)
Hanson2016_1128,Arch of Open Court
Hanson2016_1128,Baths (South)
Hanson2016_1128,Baths (West)
Hanson2016_1128,Colonnaded streets
Hanson2016_1128,Nymphaeum
Hanson2016_1128,Nymphaeum
Hanson2016_1128,Open Court
Hanson2016_1128,Palaestra
Hanson2016_1128,Propylon
Hanson2016_1128,Stadium
Hanson2016_1128,Stoa of Open Court
Hanson2016_1128,Stoa of Open Court
Hanson2016_1128,Temple
Hanson2016_1128,Temple of Artemis Pergaea
Hanson2016_1128,Theatre
Hanson2016_1128,Tripylon
Hanson2016_1128,Unidentified public building (Round Building)
Hanson2016_1128,Urban grid
Hanson2016_1128,Urban grid
Hanson2016_1128,Walls (Hellenistic)
Hanson2016_1128,Walls (Roman)
Hanson2016_1129,Acropolis
Hanson2016_1129,Agora
Hanson2016_1129,Agora
Hanson2016_1129,Aqueduct
Hanson2016_1129,Arch
Hanson2016_1129,Baths (Large)
Hanson2016_1129,Baths (Small)
Hanson2016_1129,Harbour
Hanson2016_1129,Temple
Hanson2016_1129,Temple of Athena
Hanson2016_1129,Theatre
Hanson2016_1129,Unidentified public building
Hanson2016_1129,Walls
Hanson2016_1130,Acropolis
Hanson2016_1130,Agora
Hanson2016_1130,Walls
Hanson2016_1131,Acropolis
Hanson2016_1131,Agora
Hanson2016_1131,Baths
Hanson2016_1131,Odeum
Hanson2016_1131,Temple
Hanson2016_1131,Theatre
Hanson2016_1131,Unidentified public building
Hanson2016_1131,Walls
Hanson2016_1132,Agora
Hanson2016_1132,Aqueduct
Hanson2016_1132,Baths
Hanson2016_1132,Sebasteion
Hanson2016_1132,Stoa
Hanson2016_1132,Stoa
Hanson2016_1132,Temple of Asclepius and Hygeia
Hanson2016_1132,Theatre
Hanson2016_1133,Acropolis
Hanson2016_1133,Agora
Hanson2016_1133,Agora
Hanson2016_1133,Baths
Hanson2016_1133,Bouleuterion
Hanson2016_1133,Colonnaded streets
Hanson2016_1133,Gymnasium
Hanson2016_1133,Macellum
Hanson2016_1133,Nymphaeum
Hanson2016_1133,Nymphaeum
Hanson2016_1133,Nymphaeum
Hanson2016_1133,Odeum
Hanson2016_1133,Palaestra
Hanson2016_1133,Temple of Apollo Klarios
Hanson2016_1133,Temple of Hadrian and Antoninus Pius
Hanson2016_1133,Theatre
Hanson2016_1133,Urban grid
Hanson2016_1133,Walls
Hanson2016_1134,Agora
Hanson2016_1134,Baths
Hanson2016_1134,Bouleuterion
Hanson2016_1134,Temple
Hanson2016_1134,Theatre
Hanson2016_1134,Unidentified public buidling
Hanson2016_1134,Walls
Hanson2016_1135,Acropolis
Hanson2016_1135,Agora
Hanson2016_1135,Agora
Hanson2016_1135,Aqueduct
Hanson2016_1135,Basilica
Hanson2016_1135,Bouleuterion
Hanson2016_1135,Gymnasium
Hanson2016_1135,Stadium
Hanson2016_1135,Stoa
Hanson2016_1135,Temple of Artemis
Hanson2016_1135,Temple of Zeus
Hanson2016_1135,Theatre
Hanson2016_1135,Walls
Hanson2016_1136,Agora (Hellenistic)
Hanson2016_1136,Agora (Roman)
Hanson2016_1136,Aqueduct
Hanson2016_1136,Arch
Hanson2016_1136,Baths
Hanson2016_1136,Baths
Hanson2016_1136,Colonnaded streets
Hanson2016_1136,Fountain
Hanson2016_1136,Gymnasium?
Hanson2016_1136,Harbour
Hanson2016_1136,Library?
Hanson2016_1136,Nymphaeum
Hanson2016_1136,Stoa
Hanson2016_1136,Temple of Apollo?
Hanson2016_1136,Temple of Athena?
Hanson2016_1136,Temple of Dionysus
Hanson2016_1136,Temple of Men
Hanson2016_1136,Temple of Tyche and Fortuna?
Hanson2016_1136,Theatre
Hanson2016_1136,Walls
Hanson2016_1136,Walls
Hanson2016_1137,Agora
Hanson2016_1137,Baths
Hanson2016_1137,Gymnasium
Hanson2016_1137,Stoa
Hanson2016_1137,Temple of Augustus?
Hanson2016_1137,Theatre
Hanson2016_1137,Walls
Hanson2016_1138,Acropolis
Hanson2016_1138,Aqueduct
Hanson2016_1138,Baths
Hanson2016_1138,Gymnasium
Hanson2016_1138,Nymphaeum
Hanson2016_1138,Odeum
Hanson2016_1138,Stadium
Hanson2016_1138,Temple
Hanson2016_1138,Temple
Hanson2016_1138,Theatre
Hanson2016_1138,Unidentified public building
Hanson2016_1138,Unidentified public building
Hanson2016_1138,Unidentified public building
Hanson2016_1138,Walls
Hanson2016_1139,Acropolis
Hanson2016_1139,Agora
Hanson2016_1139,Baths
Hanson2016_1139,Harbour
Hanson2016_1139,Stoa
Hanson2016_1139,Theatre
Hanson2016_1139,Urban grid
Hanson2016_1139,Walls
Hanson2016_1140,Temple of Apollo
Hanson2016_1140,Theatre
Hanson2016_1140,Theatre
Hanson2016_1141,Agora?
Hanson2016_1141,Harbour
Hanson2016_1141,Harbour
Hanson2016_1141,Prytaneum
Hanson2016_1141,Temple of Apollo
Hanson2016_1141,Theatre
Hanson2016_1141,Urban grid
Hanson2016_1142,Agora
Hanson2016_1142,Arch of Hadrian
Hanson2016_1142,Bouleuterion
Hanson2016_1142,Colonnaded streets
Hanson2016_1142,Gymnasium
Hanson2016_1142,Gymnasium
Hanson2016_1142,Heroon
Hanson2016_1142,Market
Hanson2016_1142,Odeum
Hanson2016_1142,Stoa
Hanson2016_1142,Stoa of Attalos II
Hanson2016_1142,Stoa of Osbaras
Hanson2016_1142,Temple
Hanson2016_1142,Temple
Hanson2016_1142,Temple
Hanson2016_1142,Temple of Artemis
Hanson2016_1142,Temple of Artemis
Hanson2016_1142,Temple of Zeus Solymeus
Hanson2016_1142,Theatre
Hanson2016_1142,Walls
Hanson2016_1143,Acropolis
Hanson2016_1143,Agora
Hanson2016_1143,Baths
Hanson2016_1143,Baths
Hanson2016_1143,Gymnasium?
Hanson2016_1143,Harbour
Hanson2016_1143,Market?
Hanson2016_1143,Palaestra?
Hanson2016_1143,Stadium
Hanson2016_1143,Temple
Hanson2016_1143,Theatre
Hanson2016_1143,Walls
Hanson2016_1144,Baths
Hanson2016_1144,Ekklesiasterion
Hanson2016_1144,Stoa
Hanson2016_1144,Walls
Hanson2016_1145,Acropolis
Hanson2016_1145,Agora (Greek)
Hanson2016_1145,Agora (Roman)
Hanson2016_1145,Arch of Vespasian
Hanson2016_1145,Basilica
Hanson2016_1145,Temple of Artemis
Hanson2016_1145,Theatre (Hellenistic)
Hanson2016_1145,Theatre (Roman)
Hanson2016_1145,Walls
Hanson2016_1146,Stadium
Hanson2016_1146,Temple
Hanson2016_1146,Temple of Aphrodite
Hanson2016_1146,Theatre?
Hanson2016_1146,Walls
Hanson2016_1147,Acropolis
Hanson2016_1147,Agora
Hanson2016_1147,Bridge
Hanson2016_1147,Gymnasium
Hanson2016_1147,Temple
Hanson2016_1147,Temple of Artemis Tauropolos or Brauronia
Hanson2016_1147,Theatre
Hanson2016_1147,Walls
Hanson2016_1147,Walls
Hanson2016_1148,Acropolis
Hanson2016_1148,Agora
Hanson2016_1148,Arch
Hanson2016_1148,Baths
Hanson2016_1148,Bouleuterion
Hanson2016_1148,Gymnasium
Hanson2016_1148,Nymphaeum
Hanson2016_1148,Odeum
Hanson2016_1148,Stoa
Hanson2016_1148,Stoa
Hanson2016_1148,Temple
Hanson2016_1148,Temple
Hanson2016_1148,Temple of Apollo
Hanson2016_1148,Theatre
Hanson2016_1148,Urban grid
Hanson2016_1148,Walls
Hanson2016_1149,Acropolis
Hanson2016_1149,Agora
Hanson2016_1149,Gymnasium
Hanson2016_1149,Stoa
Hanson2016_1149,Temple
Hanson2016_1149,Temple
Hanson2016_1149,Theatre
Hanson2016_1149,Urban grid
Hanson2016_1149,Walls
Hanson2016_1150,Acropolis
Hanson2016_1150,Agora
Hanson2016_1150,Gymnasium
Hanson2016_1150,Theatre (North-West)
Hanson2016_1150,Theatre (South-West)
Hanson2016_1150,Walls
Hanson2016_1151,Walls
Hanson2016_1152,Agora
Hanson2016_1152,Baths
Hanson2016_1152,Bouleuterion
Hanson2016_1152,Nymphaeum
Hanson2016_1152,Sanctuary of Demeter
Hanson2016_1152,Sanctuary of Isis
Hanson2016_1152,Sanctuary of Zeus Olympius
Hanson2016_1152,Stadium
Hanson2016_1152,Theatre
Hanson2016_1152,Theatre (Roman)
Hanson2016_1152,Urban grid
Hanson2016_1152,Walls
Hanson2016_1152,Walls
Hanson2016_1153,Amphitheatre
Hanson2016_1153,Aqueduct
Hanson2016_1153,Library
Hanson2016_1153,Temple ('capitolium')
Hanson2016_1153,Temple of Diana
Hanson2016_1153,Temple of Minerva
Hanson2016_1153,Walls
Hanson2016_1154,Acropolis
Hanson2016_1154,Agora
Hanson2016_1154,Temple
Hanson2016_1154,Theatre
Hanson2016_1154,Urban grid
Hanson2016_1154,Walls
Hanson2016_1155,Acropolis
Hanson2016_1155,Aqueduct
Hanson2016_1155,Baths
Hanson2016_1155,Theatre
Hanson2016_1155,Walls
Hanson2016_1156,Acropolis
Hanson2016_1156,Agora
Hanson2016_1156,Theatre
Hanson2016_1156,Urban grid
Hanson2016_1156,Walls
Hanson2016_1157,Acropolis
Hanson2016_1157,Aqueduct
Hanson2016_1157,Sanctuary of Parthenos
Hanson2016_1157,Temple
Hanson2016_1157,Walls
Hanson2016_1158,Acropolis
Hanson2016_1158,Agora
Hanson2016_1158,Sanctuary of Aphrodite and Cybele
Hanson2016_1158,Stoa
Hanson2016_1158,Stoa
Hanson2016_1158,Theatre
Hanson2016_1158,Urban grid
Hanson2016_1158,Walls
Hanson2016_1159,Acropolis
Hanson2016_1159,Agora
Hanson2016_1159,Amphitheatre
Hanson2016_1159,Arch
Hanson2016_1159,Baths
Hanson2016_1159,Forum
Hanson2016_1159,Macellum
Hanson2016_1159,Palaestra
Hanson2016_1159,Sanctuary of the Egyptian Gods
Hanson2016_1159,Temple
Hanson2016_1159,Temple of Apollo Komaios and Artemis
Hanson2016_1159,Temple of Jupiter
Hanson2016_1159,Temple of Mercury
Hanson2016_1159,Temple of Neptune
Hanson2016_1159,Theatre
Hanson2016_1159,Urban grid
Hanson2016_1159,Walls
Hanson2016_1160,Agora
Hanson2016_1160,Aqueduct
Hanson2016_1160,Baths
Hanson2016_1160,Baths
Hanson2016_1160,Nymphaeum
Hanson2016_1160,Theatre
Hanson2016_1160,Urban grid
Hanson2016_1160,Walls
Hanson2016_1161,Acropolis
Hanson2016_1161,Agora
Hanson2016_1161,Arch
Hanson2016_1161,Harbour
Hanson2016_1161,Odeum
Hanson2016_1161,Prytaneum
Hanson2016_1161,Sanctuary of Apollo Pythias
Hanson2016_1161,Sanctuary of Arkouda
Hanson2016_1161,Sanctuary of Artemis
Hanson2016_1161,Sanctuary of Athena Poliouchos
Hanson2016_1161,Sanctuary of Dionysus
Hanson2016_1161,Sanctuary of Hercules
Hanson2016_1161,Sanctuary of Pan
Hanson2016_1161,Sanctuary of Poseidon
Hanson2016_1161,Sanctuary of Zeus Agoraeus
Hanson2016_1161,Stoa
Hanson2016_1161,Stoa
Hanson2016_1161,Theatre
Hanson2016_1161,Walls
Hanson2016_1161,Walls
Hanson2016_1161,Walls
Hanson2016_1162,Acropolis
Hanson2016_1162,Agora
Hanson2016_1162,Arch
Hanson2016_1162,Arch of Galerius
Hanson2016_1162,Basilica
Hanson2016_1162,Forum
Hanson2016_1162,Gymnasium
Hanson2016_1162,Harbour
Hanson2016_1162,Hippodrome
Hanson2016_1162,Odeum
Hanson2016_1162,Stoa
Hanson2016_1162,Temple of Serapis
Hanson2016_1162,Temple or baths
Hanson2016_1162,Theatre-stadium
Hanson2016_1162,Urban grid
Hanson2016_1162,Walls (Hellenistic)
Hanson2016_1162,Walls (Late Roman)
Hanson2016_1163,Acropolis
Hanson2016_1163,Agora
Hanson2016_1163,Temple of Athena
Hanson2016_1163,Walls
Hanson2016_1164,Baths
Hanson2016_1165,Baths
Hanson2016_1167,Baths
Hanson2016_1167,Unidentified public building
Hanson2016_1167,Walls
Hanson2016_1169,Aqueduct
Hanson2016_1169,Harbour
Hanson2016_1170,Baths
Hanson2016_1170,Walls
Hanson2016_1171,Aqueduct
Hanson2016_1171,Arch
Hanson2016_1171,Arch of Caracalla
Hanson2016_1171,Basilica
Hanson2016_1171,Basilica
Hanson2016_1171,Baths
Hanson2016_1171,Baths
Hanson2016_1171,Capitolium?
Hanson2016_1171,Curia
Hanson2016_1171,Forum
Hanson2016_1171,Forum
Hanson2016_1171,Macellum (Cosinii)
Hanson2016_1171,Macellum (for clothing)
Hanson2016_1171,Temple
Hanson2016_1171,Temple
Hanson2016_1171,Temple of Saturn
Hanson2016_1171,Temple of the Severans
Hanson2016_1171,Theatre
Hanson2016_1171,Walls
Hanson2016_1172,Aqueduct
Hanson2016_1172,Arch
Hanson2016_1172,Arch
Hanson2016_1172,Forum
Hanson2016_1172,Temple of Diana?
Hanson2016_1172,Urban grid
Hanson2016_1173,Aqueduct
Hanson2016_1173,Baths
Hanson2016_1173,Harbour
Hanson2016_1173,Walls
Hanson2016_1174,Acropolis
Hanson2016_1174,Baths
Hanson2016_1174,Baths
Hanson2016_1174,Baths
Hanson2016_1174,Forum?
Hanson2016_1174,Harbour
Hanson2016_1174,Mithraeum
Hanson2016_1174,Urban grid
Hanson2016_1174,Walls
Hanson2016_1175,Aqueduct
Hanson2016_1175,Aqueduct
Hanson2016_1175,Baths
Hanson2016_1175,Walls
Hanson2016_1176,Amphitheatre
Hanson2016_1176,Aqueduct
Hanson2016_1176,Aqueduct
Hanson2016_1176,Aqueduct?
Hanson2016_1176,Basilica
Hanson2016_1176,Baths
Hanson2016_1176,Baths
Hanson2016_1176,Baths
Hanson2016_1176,Baths
Hanson2016_1176,Baths (Central)
Hanson2016_1176,Baths (East)
Hanson2016_1176,Baths (West)
Hanson2016_1176,Baths?
Hanson2016_1176,Bridge
Hanson2016_1176,Capitolium
Hanson2016_1176,Forum
Hanson2016_1176,Harbour
Hanson2016_1176,Hippodrome
Hanson2016_1176,Nymphaeum
Hanson2016_1176,Temple
Hanson2016_1176,Temple
Hanson2016_1176,Temple of Asclepius
Hanson2016_1176,Theatre
Hanson2016_1176,Urban grid
Hanson2016_1176,Walls
Hanson2016_1177,Baths
Hanson2016_1177,Forum
Hanson2016_1177,Temple
Hanson2016_1177,Walls
Hanson2016_1178,Aqueduct
Hanson2016_1180,Capitolium
Hanson2016_1180,Curia?
Hanson2016_1180,Forum?
Hanson2016_1180,Temple of Saturn
Hanson2016_1182,Baths
Hanson2016_1182,Curia?
Hanson2016_1182,Forum
Hanson2016_1182,Temple ('capitolium')
Hanson2016_1182,Temple of Baal Hammon / Saturn?
Hanson2016_1182,Temple?
Hanson2016_1182,Walls?
Hanson2016_1183,Arch
Hanson2016_1184,Curia?
Hanson2016_1184,Fort
Hanson2016_1184,Forum
Hanson2016_1184,Temple
Hanson2016_1184,Temple ('capitolium')
Hanson2016_1184,Temple of Ceres
Hanson2016_1184,Temple of Jupiter
Hanson2016_1184,Temple of Saturn and Caelestis
Hanson2016_1184,Unidentified public building
Hanson2016_1184,Walls
Hanson2016_1185,Baths
Hanson2016_1185,Temple
Hanson2016_1185,Walls
Hanson2016_1186,Aqueduct
Hanson2016_1186,Aqueduct
Hanson2016_1186,Baths
Hanson2016_1186,Baths
Hanson2016_1186,Temple?
Hanson2016_1186,Temple?
Hanson2016_1189,Aqueduct
Hanson2016_1189,Baths
Hanson2016_1189,Baths
Hanson2016_1189,Baths
Hanson2016_1189,Forum
Hanson2016_1189,Harbour
Hanson2016_1189,Temple
Hanson2016_1189,"Theatre, amphitheatre, or circus?"
Hanson2016_1189,Urban grid
Hanson2016_1189,Walls
Hanson2016_1190,Aqueduct
Hanson2016_1190,Baths
Hanson2016_1191,Amphitheatre
Hanson2016_1191,Aqueduct
Hanson2016_1191,Baths (Central)
Hanson2016_1191,Baths of Venus
Hanson2016_1191,Forum
Hanson2016_1191,Hippodrome
Hanson2016_1191,Temple
Hanson2016_1191,Temple ('capitolium')
Hanson2016_1191,Temple of Magna Mater
Hanson2016_1191,Theatre
Hanson2016_1191,Walls (Byzantine)
Hanson2016_1191,Walls (Late Roman)
Hanson2016_1192,Baths
Hanson2016_1193,Amphitheatre
Hanson2016_1193,Aqueduct
Hanson2016_1193,Basilica
Hanson2016_1193,Baths (Large)
Hanson2016_1193,Baths (Small)
Hanson2016_1193,Curia
Hanson2016_1193,Forum
Hanson2016_1193,Hippodrome
Hanson2016_1193,Nymphaeum
Hanson2016_1193,Temple
Hanson2016_1193,Temple
Hanson2016_1193,Temple ('capitolium')
Hanson2016_1193,Temple of Baal Hammon / Saturn
Hanson2016_1193,Theatre
Hanson2016_1193,Walls
Hanson2016_1193,Walls
Hanson2016_1194,Aqueduct
Hanson2016_1194,Aqueduct
Hanson2016_1194,Aqueduct
Hanson2016_1194,Aqueduct
Hanson2016_1194,Baths
Hanson2016_1194,Walls
Hanson2016_1195,Capitolium
Hanson2016_1195,Theatre
Hanson2016_1197,Basilica
Hanson2016_1197,Baths (North)
Hanson2016_1197,Baths (North-West)
Hanson2016_1197,Baths (South)
Hanson2016_1197,Baths (South-West)
Hanson2016_1197,Curia
Hanson2016_1197,Forum
Hanson2016_1197,Macellum
Hanson2016_1197,Temple
Hanson2016_1197,Temple ('capitolium')
Hanson2016_1197,Temple of Mater Deum
Hanson2016_1197,Unidentified public building
Hanson2016_1197,Urban grid
Hanson2016_1197,Walls
Hanson2016_1198,Amphitheatre
Hanson2016_1198,Baths
Hanson2016_1198,Capitolium
Hanson2016_1198,Forum
Hanson2016_1198,Sanctuary of Hercules / Melqart
Hanson2016_1198,Temple (A)
Hanson2016_1198,Temple (B)
Hanson2016_1198,Temple (C)
Hanson2016_1198,Temple (D)
Hanson2016_1198,Temple (E)
Hanson2016_1198,Temple (F)
Hanson2016_1198,Temple (G)
Hanson2016_1198,Temple (H)
Hanson2016_1198,Theatre
Hanson2016_1198,Unidentified public building
Hanson2016_1198,Unidentified public building
Hanson2016_1198,Walls
Hanson2016_1198,Walls
Hanson2016_1200,Agora
Hanson2016_1200,Arch
Hanson2016_1200,Basilica?
Hanson2016_1200,Capitolium
Hanson2016_1200,Curia?
Hanson2016_1200,Forum
Hanson2016_1200,Temple (A)
Hanson2016_1200,Temple (B)
Hanson2016_1200,Temple (C)
Hanson2016_1200,Temple (D)
Hanson2016_1200,Urban grid
Hanson2016_1200,Walls
Hanson2016_1201,Baths
Hanson2016_1201,Fort
Hanson2016_1201,Fort
Hanson2016_1201,Sanctuary
Hanson2016_1201,Temple
Hanson2016_1201,Temple
Hanson2016_1201,Temple
Hanson2016_1201,Walls
Hanson2016_1202,Baths
Hanson2016_1202,Forum
Hanson2016_1202,Harbour
Hanson2016_1202,Temple
Hanson2016_1202,Urban grid
Hanson2016_1202,Walls?
Hanson2016_1203,Acropolis
Hanson2016_1203,Aqueduct
Hanson2016_1203,Aqueduct
Hanson2016_1203,Arch
Hanson2016_1203,Basilica
Hanson2016_1203,Baths
Hanson2016_1203,Baths
Hanson2016_1203,Baths
Hanson2016_1203,Capitolium
Hanson2016_1203,Forum
Hanson2016_1203,Forum
Hanson2016_1203,Fountain
Hanson2016_1203,Fountain
Hanson2016_1203,Macellum
Hanson2016_1203,Mithraeum
Hanson2016_1203,Temple
Hanson2016_1203,Temple of Isis
Hanson2016_1203,Temple of Saturn
Hanson2016_1203,Urban grid
Hanson2016_1203,Walls
Hanson2016_1203,Walls
Hanson2016_1204,Aqueduct
Hanson2016_1204,Baths
Hanson2016_1204,Temple
Hanson2016_1204,Theatre
Hanson2016_1204,Walls
Hanson2016_1205,Harbour
Hanson2016_1205,Theatre
Hanson2016_1205,Unidentified public building
Hanson2016_1205,Unidentified public building
Hanson2016_1205,Walls
Hanson2016_1205,Walls
Hanson2016_1206,Fort
Hanson2016_1206,Naval base
Hanson2016_1206,Urban grid
Hanson2016_1207,Agora
Hanson2016_1207,Basilica
Hanson2016_1207,Baths
Hanson2016_1207,Baths
Hanson2016_1207,Harbour
Hanson2016_1207,Macellum
Hanson2016_1207,Naval base
Hanson2016_1207,Temple of Aphrodite
Hanson2016_1207,Temple of Theos Megas
Hanson2016_1207,Temple of Zeus Polieus
Hanson2016_1207,Theatre
Hanson2016_1207,Walls
Hanson2016_1207,Walls
Hanson2016_1207,Walls
Hanson2016_1207,Walls
Hanson2016_1208,Amphitheatre
Hanson2016_1208,Forum
Hanson2016_1208,Urban grid
Hanson2016_1209,Theatre
Hanson2016_1209,Walls
Hanson2016_1210,Aqueduct
Hanson2016_1210,Bouleuterion
Hanson2016_1210,Forum
Hanson2016_1210,Odeum
Hanson2016_1210,Temple
Hanson2016_1210,Urban grid
Hanson2016_1210,Walls
Hanson2016_1210,Walls
Hanson2016_1211,Baths
Hanson2016_1211,Fort
Hanson2016_1211,Walls
Hanson2016_1211,Walls
Hanson2016_1212,Agora?
Hanson2016_1212,Baths
Hanson2016_1212,Harbour
Hanson2016_1212,Naval base?
Hanson2016_1212,Urban grid?
Hanson2016_1212,Walls
Hanson2016_1212,Walls
Hanson2016_1212,Walls
Hanson2016_1213,Aqueduct
Hanson2016_1213,Aqueduct
Hanson2016_1213,Baths
Hanson2016_1213,Bridge
Hanson2016_1213,Fort
Hanson2016_1213,Fort
Hanson2016_1213,Forum
Hanson2016_1213,Temple of Fortuna
Hanson2016_1213,Walls
Hanson2016_1213,Walls
Hanson2016_1214,Amphitheatre
Hanson2016_1214,Baths
Hanson2016_1214,Harbour
Hanson2016_1214,Naval base
Hanson2016_1214,Temple
Hanson2016_1214,Theatre
Hanson2016_1214,Walls
Hanson2016_1215,Fort
Hanson2016_1215,Temple ('capitolium')
Hanson2016_1215,Walls
Hanson2016_1216,Fort
Hanson2016_1216,Forum
Hanson2016_1216,Urban grid
Hanson2016_1216,Walls
Hanson2016_1217,Basilica
Hanson2016_1217,Baths
Hanson2016_1217,Baths
Hanson2016_1217,Forum
Hanson2016_1217,Temple
Hanson2016_1218,Baths
Hanson2016_1218,Bridge
Hanson2016_1218,Fort
Hanson2016_1218,Temple of Cybele
Hanson2016_1218,Walls
Hanson2016_1219,Baths
Hanson2016_1219,Fort
Hanson2016_1220,Fort
Hanson2016_1221,Fort
Hanson2016_1222,Fort
Hanson2016_1222,Forum?
Hanson2016_1222,Urban grid
Hanson2016_1222,Walls
Hanson2016_1223,Forum?
Hanson2016_1223,Urban grid
Hanson2016_1223,Walls
Hanson2016_1224,Acropolis
Hanson2016_1224,Aqueduct
Hanson2016_1224,Aqueduct
Hanson2016_1224,Aqueduct
Hanson2016_1224,Basilica
Hanson2016_1224,Baths
Hanson2016_1224,Fort?
Hanson2016_1224,Fort?
Hanson2016_1224,Macellum
Hanson2016_1224,Temple of Hercules
Hanson2016_1224,Theatre
Hanson2016_1224,Walls
